,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
12141,33.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,Germany,<=50K
1487,31.0,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0.0,880.0,45.0,United-States,<=50K
21091,27.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
32248,33.0,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
27656,28.0,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
8062,29.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Canada,<=50K
6357,48.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
31829,25.0,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
18782,19.0,Private,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
27342,20.0,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
13254,50.0,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
8669,47.0,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K
20538,58.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3473,65.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3818.0,0.0,10.0,United-States,<=50K
32256,55.0,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
4113,43.0,State-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1506.0,0.0,36.0,United-States,<=50K
4232,38.0,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29831,54.0,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
17909,49.0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,60.0,United-States,>50K
7004,32.0,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
4432,28.0,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>50K
14008,27.0,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23104,32.0,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K
27168,23.0,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
32053,19.0,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
22075,52.0,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0.0,0.0,20.0,United-States,<=50K
24342,35.0,Private,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,36.0,United-States,<=50K
25563,45.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20231,39.0,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
8726,17.0,Private,10th,6,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
1797,64.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,55.0,United-States,>50K
4397,38.0,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,28.0,United-States,<=50K
27329,28.0,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,38.0,United-States,<=50K
31617,40.0,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
14736,56.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
24920,43.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
8810,80.0,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=50K
13280,42.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
5237,51.0,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
15134,39.0,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
6472,32.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
5116,19.0,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
13405,54.0,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
17032,41.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
31648,29.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
16572,52.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
32204,45.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
30333,61.0,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
24655,32.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
19134,28.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
1426,35.0,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,40.0,United-States,>50K
9054,46.0,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20703,43.0,Local-gov,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
11067,38.0,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18317,34.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,36.0,United-States,<=50K
26512,51.0,Local-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
30154,47.0,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
23748,26.0,Private,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0.0,0.0,37.0,United-States,<=50K
21537,21.0,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
11201,45.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
16169,39.0,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
5082,40.0,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
31671,33.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
5877,39.0,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,Mexico,<=50K
21962,56.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21249,71.0,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
10808,36.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
8383,59.0,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
15926,36.0,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
28682,33.0,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
4984,29.0,Self-emp-not-inc,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
23181,31.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
21525,77.0,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0.0,0.0,10.0,United-States,<=50K
24365,40.0,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
22164,72.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,2.0,United-States,<=50K
16280,58.0,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
13090,68.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
2175,37.0,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,45.0,United-States,>50K
15566,45.0,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31237,41.0,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0.0,0.0,36.0,United-States,<=50K
12836,30.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17081,40.0,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
23812,17.0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,13.0,United-States,<=50K
2998,40.0,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,5455.0,0.0,40.0,United-States,<=50K
2001,49.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
17238,51.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
22833,25.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
27679,45.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13984,32.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=50K
4026,34.0,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,2174.0,0.0,40.0,United-States,<=50K
16780,29.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
6667,35.0,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13889,42.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
22922,49.0,Self-emp-not-inc,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
26487,58.0,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
27873,17.0,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
24099,32.0,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
23004,34.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
27881,52.0,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
8323,22.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,43.0,United-States,<=50K
635,32.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1902.0,55.0,United-States,>50K
11366,36.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,<=50K
12125,20.0,Self-emp-not-inc,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
17139,44.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
13460,24.0,Private,Bachelors,13,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,75.0,United-States,<=50K
17277,47.0,Local-gov,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0.0,0.0,45.0,United-States,<=50K
15425,17.0,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0.0,0.0,14.0,United-States,<=50K
30883,25.0,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
29375,33.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,Peru,>50K
18902,30.0,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
9359,48.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
3554,44.0,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411.0,0.0,40.0,United-States,<=50K
25721,42.0,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31173,44.0,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
19345,29.0,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
26843,35.0,Private,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
21041,35.0,Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
25868,23.0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31124,49.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
2193,62.0,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,>50K
4496,26.0,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
28588,21.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
21550,45.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
15342,17.0,Local-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
30740,27.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,60.0,United-States,>50K
28230,30.0,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,29.0,United-States,<=50K
1467,38.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1340.0,40.0,United-States,<=50K
19293,24.0,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
15130,62.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27021,18.0,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
24686,27.0,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,24.0,United-States,<=50K
31894,58.0,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
4905,43.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
20168,33.0,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
4967,46.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
13716,23.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
12099,44.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
28145,50.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
30326,33.0,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
12062,31.0,Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
9728,25.0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
7059,35.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
10405,36.0,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,28.0,United-States,<=50K
29625,20.0,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,Female,0.0,0.0,35.0,United-States,<=50K
17515,21.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22843,32.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
27020,21.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,19.0,United-States,<=50K
15759,33.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
602,52.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,Greece,>50K
28304,24.0,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
12959,28.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
20883,47.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32077,24.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
9795,22.0,Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,8.0,United-States,<=50K
21438,18.0,Local-gov,11th,7,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,10.0,United-States,<=50K
14165,40.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
10232,34.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,32.0,United-States,<=50K
18631,33.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
3858,33.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2635.0,0.0,16.0,United-States,<=50K
21747,62.0,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,6.0,United-States,<=50K
15901,41.0,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
26879,33.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
23990,49.0,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K
21906,47.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
9510,42.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21234,47.0,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
27546,23.0,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,60.0,United-States,<=50K
15105,42.0,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,23.0,United-States,<=50K
21167,19.0,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,16.0,United-States,<=50K
5054,40.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
5691,54.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
5204,20.0,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
10243,24.0,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,50.0,Philippines,<=50K
1160,23.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,1669.0,55.0,United-States,<=50K
